Nationality,Sex,Cause of Death,الوفيات,سبب الوفاة,جنس,الجنسية,سنة
Bahraini,Male,Conditions Originating in the Perinental Period,24,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2006
Bahraini,Male,Undefined illness,211,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2006
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2006
Bahraini,Female,Mental Disorder,2,الإضطرابات العقلية,انثى,بحريني,2006
Bahraini,Female,Diseases of the Respiratory System,51,أمراض الجهاز التنفسي,انثى,بحريني,2006
Bahraini,Female,Diseases of Genitourinary System,33,أمراض الجهاز التناسلي البولي,انثى,بحريني,2006
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",2,الحمل والولادة والنفاس*,انثى,بحريني,2006
Bahraini,Female,Undefined illness,113,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2006
Bahraini,Female,External Causes of Morbidity & Mortality,31,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2006
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2006
Bahraini,Female,Others,0,أخرى,انثى,بحريني,2006
Non-Bahraini,Male,Certain Infectious & Parasitic Diseases,11,الأمراض المعدية (الأنتانية والطفيلية),ذكر,غير بحريني,2006
Non-Bahraini,Male,Neoplasms,10,الأورام,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,0,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Circulatory System,59,أمراض الجهاز الدوري,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Respiratory System,2,أمراض الجهاز التنفسي,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Digestive System,5,أمراض الجهاز الهضمي,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,2,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2006
Non-Bahraini,Male,Diseases of Genitourinary System,4,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2006
Non-Bahraini,Male,Conditions Originating in the Perinental Period,7,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2006
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2006
Non-Bahraini,Female,Neoplasms,14,الأورام,انثى,غير بحريني,2006
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2006
Non-Bahraini,Female,Diseases of the Digestive System,1,أمراض الجهاز الهضمي,انثى,غير بحريني,2006
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,1,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2006
Non-Bahraini,Female,Diseases of Genitourinary System,3,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2006
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,انثى,غير بحريني,2006
Bahraini,Male,Certain Infectious & Parasitic Diseases,26,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2007
Bahraini,Male,Diseases of the Nervous System & Sense Organs,20,أمراض الجهاز العصبي,ذكر,بحريني,2007
Bahraini,Male,Diseases of the Respiratory System,91,أمراض الجهاز التنفسي,ذكر,بحريني,2007
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,10,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2007
Bahraini,Male,Diseases of Genitourinary System,46,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2007
Bahraini,Male,Congential Anomalies,22,العيوب والتشوهات خلقية,ذكر,بحريني,2007
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,18,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2007
Bahraini,Female,Diseases of the Respiratory System,62,أمراض الجهاز التنفسي,انثى,بحريني,2007
Bahraini,Female,Conditions Originating in the Perinental Period,20,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2007
Bahraini,Female,Congential Anomalies,19,العيوب والتشوهات خلقية,انثى,بحريني,2007
Bahraini,Female,Undefined illness,115,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2007
Non-Bahraini,Male,Neoplasms,17,الأورام,ذكر,غير بحريني,2007
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",19,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2007
Non-Bahraini,Male,Diseases of the Circulatory System,62,أمراض الجهاز الدوري,ذكر,غير بحريني,2007
Non-Bahraini,Male,Conditions Originating in the Perinental Period,6,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2007
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2007
Non-Bahraini,Male,Others,0,أخرى,ذكر,غير بحريني,2007
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,3,أمراض الجهاز العصبي,انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Respiratory System,6,أمراض الجهاز التنفسي,انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Digestive System,4,أمراض الجهاز الهضمي,انثى,غير بحريني,2007
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2007
Non-Bahraini,Female,Conditions Originating in the Perinental Period,6,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2007
Non-Bahraini,Female,Congential Anomalies,6,العيوب والتشوهات خلقية,انثى,غير بحريني,2007
Non-Bahraini,Female,Undefined illness,20,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2007
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2007
Bahraini,Male,Certain Infectious & Parasitic Diseases,32,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2008
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,19,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2008
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",110,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2008
Bahraini,Male,Diseases of the Nervous System & Sense Organs,19,أمراض الجهاز العصبي,ذكر,بحريني,2008
Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,بحريني,2008
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,9,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2008
Bahraini,Male,Diseases of Genitourinary System,68,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2008
Bahraini,Male,Conditions Originating in the Perinental Period,19,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,بحريني,2008
Bahraini,Male,Congential Anomalies,18,العيوب والتشوهات خلقية,ذكر,بحريني,2008
Bahraini,Male,Undefined illness,259,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2008
Bahraini,Female,Neoplasms,112,الأورام,انثى,بحريني,2008
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",104,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2008
Bahraini,Female,Diseases of the Nervous System & Sense Organs,18,أمراض الجهاز العصبي,انثى,بحريني,2008
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2008
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,4,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2008
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2008
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2008
Non-Bahraini,Male,Certain Infectious & Parasitic Diseases,7,الأمراض المعدية (الأنتانية والطفيلية),ذكر,غير بحريني,2008
Non-Bahraini,Male,Neoplasms,9,الأورام,ذكر,غير بحريني,2008
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",8,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2008
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,7,أمراض الجهاز العصبي,ذكر,غير بحريني,2008
Non-Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,غير بحريني,2008
Non-Bahraini,Male,Diseases of the Circulatory System,48,أمراض الجهاز الدوري,ذكر,غير بحريني,2008
Non-Bahraini,Male,Diseases of Genitourinary System,10,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2008
Non-Bahraini,Male,Conditions Originating in the Perinental Period,8,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2008
Non-Bahraini,Female,Neoplasms,10,الأورام,انثى,غير بحريني,2008
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,3,أمراض الجهاز العصبي,انثى,غير بحريني,2008
Non-Bahraini,Female,Diseases of the Circulatory System,13,أمراض الجهاز الدوري,انثى,غير بحريني,2008
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",1,الحمل والولادة والنفاس*,انثى,غير بحريني,2008
Non-Bahraini,Female,Undefined illness,16,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2008
